transaction_id,date,product_id,product_name,category,quantity,unit_price,region,channel
TXN-1324,2024-02-08,P003,Mechanical Keyboard,Electronics,8,86.2,North,online
TXN-1325,2024-02-01,P007,Monitor Stand,Furniture,18,52.39,West,online
TXN-1326,2024-02-23,P004,Notebook A5,Office,4,5.93,North,wholesale
TXN-1327,2024-01-13,P001,Wireless Mouse,Electronics,8,22.91,South,online
TXN-1328,2024-02-26,P001,Wireless Mouse,Electronics,8,22.06,North,retail
TXN-1329,2024-03-14,P001,Wireless Mouse,Electronics,5,23.48,East,online
TXN-1330,2024-03-25,P006,Desk Lamp LED,Furniture,8,31.91,East,online
TXN-1331,2024-03-27,P005,Ballpoint Pen (12pk),Office,2,8.31,South,wholesale
TXN-1332,2024-02-23,P006,Desk Lamp LED,Furniture,13,31.32,East,wholesale
TXN-1333,2024-01-29,P003,Mechanical Keyboard,Electronics,18,86.04,West,online
TXN-1334,2024-03-12,P008,Webcam HD,Electronics,2,59.03,West,retail
TXN-1335,2024-01-11,P005,Ballpoint Pen (12pk),Office,7,8.78,East,wholesale
TXN-1336,2024-02-04,P002,USB-C Hub,Electronics,18,47.03,South,online
TXN-1337,2024-03-26,P001,Wireless Mouse,Electronics,3,23.04,South,wholesale
TXN-1338,2024-01-25,P006,Desk Lamp LED,Furniture,10,30.36,North,online
TXN-1339,2024-01-31,P008,Webcam HD,Electronics,8,62.8,South,retail
TXN-1340,2024-02-03,P007,Monitor Stand,Furniture,15,58.94,East,retail
TXN-1341,2024-01-27,P008,Webcam HD,Electronics,4,59.28,West,retail
TXN-1342,2024-02-03,P010,Ergonomic Chair Cushion,Furniture,8,28.12,South,online
TXN-1343,2024-02-12,P007,Monitor Stand,Furniture,10,56.12,South,online
TXN-1344,2024-03-03,P004,Notebook A5,Office,16,5.67,East,retail
TXN-1345,2024-02-15,P999,Webcam HD,Electronics,15,62.26,South,wholesale
TXN-1346,2024-01-05,P008,Webcam HD,Electronics,6,55.97,North,wholesale
TXN-1347,2024-03-21,P001,Wireless Mouse,Electronics,1,23.89,West,online
TXN-1348,2024-01-08,P001,Wireless Mouse,Electronics,7,23.74,West,retail
TXN-1349,2024-01-01,P010,Ergonomic Chair Cushion,Furniture,16,27.34,West,online
TXN-1350,2024-02-06,P001,Wireless Mouse,Electronics,,24.29,East,wholesale
TXN-1351,2024-01-19,P008,Webcam HD,Electronics,7,62.24,East,wholesale
TXN-1352,2024-01-11,P005,Ballpoint Pen (12pk),Office,12,8.19,East,retail
TXN-1353,2024-03-28,P010,Ergonomic Chair Cushion,Furniture,8,25.85,South,retail
TXN-1354,2024-02-18,P001,Wireless Mouse,Electronics,3,21.45,West,retail
TXN-1355,2024-02-25,P001,Wireless Mouse,Electronics,6,22.48,North,retail
TXN-1356,2024-01-28,P002,USB-C Hub,Electronics,17,47.68,North,online
TXN-1357,2024-01-10,P010,Ergonomic Chair Cushion,Furniture,16,26.75,East,online
TXN-1358,2024-02-10,P009,Whiteboard Markers (8pk),Office,,11.45,North,online
TXN-1359,2024-01-21,P003,Mechanical Keyboard,Electronics,13,84.14,North,retail
TXN-1360,2024-01-18,P007,Monitor Stand,Furniture,18,57.19,East,retail
TXN-1361,2024-01-13,P002,USB-C Hub,Electronics,17,48.78,East,online
TXN-1362,2024-01-04,P006,Desk Lamp LED,Furniture,20,33.85,West,retail
TXN-1363,2024-03-11,P008,Webcam HD,Electronics,16,59.45,South,retail
TXN-1364,2024-02-07,P010,Ergonomic Chair Cushion,Furniture,13,28.7,North,wholesale
TXN-1365,2024-03-22,P999,USB-C Hub,Electronics,9,45.41,South,retail
TXN-1366,2024-02-09,P006,Desk Lamp LED,Furniture,4,33.74,North,online
TXN-1367,2024-02-25,P002,USB-C Hub,Electronics,5,46.65,North,online
TXN-1368,2024-02-15,P007,Monitor Stand,Furniture,4,56.36,North,online
TXN-1369,2024-02-22,P006,Desk Lamp LED,Furniture,13,30.19,North,retail
TXN-1370,2024-02-18,P999,Whiteboard Markers (8pk),Office,8,11.57,South,wholesale
TXN-1371,2024-01-22,P005,Ballpoint Pen (12pk),Office,16,8.21,South,online
TXN-1372,2024-02-01,P008,Webcam HD,Electronics,3,60.07,East,retail
TXN-1373,2024-01-18,P010,Ergonomic Chair Cushion,Furniture,7,29.76,West,online
TXN-1374,2024-02-26,P006,Desk Lamp LED,Furniture,20,34.02,West,retail
TXN-1375,2024-03-18,P010,Ergonomic Chair Cushion,Furniture,5,26.4,East,retail
TXN-1376,2024-02-07,P006,Desk Lamp LED,Furniture,6,33.06,West,retail
TXN-1377,2024-02-05,P010,Ergonomic Chair Cushion,Furniture,8,27.26,East,retail
TXN-1378,2025-12-31,P002,USB-C Hub,Electronics,19,48.25,South,wholesale
TXN-1379,2024-02-07,P001,Wireless Mouse,Electronics,15,21.5,South,retail
TXN-1380,2024-02-08,P007,Monitor Stand,Furniture,16,56.92,South,wholesale
TXN-1381,2024-03-17,P007,Monitor Stand,Furniture,13,54.6,North,retail
TXN-1382,2024-03-30,P009,Whiteboard Markers (8pk),Office,14,12.09,North,retail
TXN-1383,2024-03-26,P002,USB-C Hub,Electronics,4,47.34,South,wholesale
TXN-1384,2024-02-25,P001,Wireless Mouse,Electronics,19,-21.61,West,retail
TXN-1385,2024-02-17,P004,Notebook A5,Office,17,5.79,South,retail
TXN-1386,2024-01-04,P010,Ergonomic Chair Cushion,Furniture,17,26.82,South,retail
TXN-1387,2024-02-09,P002,USB-C Hub,Electronics,4,48.37,South,retail
TXN-1388,2024-01-13,P009,Whiteboard Markers (8pk),Office,16,12.4,East,retail
TXN-1389,2024-01-15,P006,Desk Lamp LED,Furniture,,31.54,East,online
TXN-1390,2024-01-23,P002,USB-C Hub,Electronics,6,44.97,South,wholesale
TXN-1391,2025-12-31,P007,Monitor Stand,Furniture,15,56.75,South,retail
TXN-1392,2024-03-19,P007,Monitor Stand,Furniture,13,55.04,North,wholesale
TXN-1393,2024-01-28,P007,Monitor Stand,Furniture,13,57.76,North,wholesale
TXN-1394,2024-01-24,P002,USB-C Hub,Electronics,19,43.97,North,wholesale
TXN-1395,2024-03-22,P002,USB-C Hub,Electronics,9,45.41,West,wholesale
TXN-1396,2024-02-15,P007,Monitor Stand,Furniture,19,56.55,North,retail
TXN-1397,2024-01-18,P005,Ballpoint Pen (12pk),Office,20,7.96,North,wholesale
TXN-1398,2024-01-19,P002,USB-C Hub,Electronics,6,45.63,East,wholesale
TXN-1399,2024-01-24,P003,Mechanical Keyboard,Electronics,19,83.75,West,retail
TXN-1400,2024-01-03,P008,Webcam HD,Electronics,15,63.38,North,online
TXN-1401,2024-02-01,P010,Ergonomic Chair Cushion,Furniture,,29.76,South,wholesale
TXN-1402,2024-03-03,P009,Whiteboard Markers (8pk),Office,16,12.68,West,wholesale
TXN-1403,2024-01-04,P008,Webcam HD,Electronics,6,57.39,North,wholesale
TXN-1404,2024-02-06,P999,Wireless Mouse,Electronics,9,22.96,South,wholesale
TXN-1405,2024-01-15,P008,Webcam HD,Electronics,18,60.54,North,wholesale
TXN-1406,2024-02-26,P006,Desk Lamp LED,Furniture,18,34.94,North,wholesale
TXN-1407,2024-02-27,P002,USB-C Hub,Electronics,8,48.96,East,online
TXN-1408,2024-01-27,P002,USB-C Hub,Electronics,15,46.9,North,online
TXN-1409,2024-03-16,P004,Notebook A5,Office,7,5.56,West,retail
TXN-1410,2024-02-05,P001,Wireless Mouse,Electronics,19,21.87,East,wholesale
TXN-1411,2024-03-27,P005,Ballpoint Pen (12pk),Office,10,7.82,East,wholesale
TXN-1412,2024-01-17,P007,Monitor Stand,Furniture,2,52.19,East,wholesale
TXN-1413,2024-02-20,P003,Mechanical Keyboard,Electronics,11,84.29,South,wholesale
TXN-1414,2024-01-10,P005,Ballpoint Pen (12pk),Office,14,8.83,West,retail
TXN-1415,2024-02-17,P002,USB-C Hub,Electronics,13,46.15,East,wholesale
TXN-1416,2024-02-28,P010,Ergonomic Chair Cushion,Furniture,1,28.63,North,wholesale
TXN-1417,2024-02-24,P002,USB-C Hub,Electronics,18,46.2,West,online
TXN-1418,2024-01-04,P008,Webcam HD,Electronics,6,57.39,North,wholesale
TXN-1419,2024-03-21,P006,Desk Lamp LED,Furniture,2,32.15,North,online
TXN-1420,2024-01-01,P002,USB-C Hub,Electronics,6,45.7,West,retail
TXN-1421,2024-01-12,P003,Mechanical Keyboard,Electronics,10,79.87,South,retail
TXN-1422,2024-03-21,P006,Desk Lamp LED,Furniture,6,33.41,North,retail
TXN-1423,2024-01-13,P004,Notebook A5,Office,,5.52,North,wholesale
TXN-1424,2024-03-28,P003,Mechanical Keyboard,Electronics,19,76.6,South,wholesale
TXN-1425,2024-01-17,P006,Desk Lamp LED,Furniture,4,30.94,West,wholesale
TXN-1426,2024-02-17,P002,USB-C Hub,Electronics,4,43.52,North,retail
TXN-1427,2024-03-13,P003,Mechanical Keyboard,Electronics,,85.27,North,wholesale
TXN-1428,2024-01-20,P008,Webcam HD,Electronics,12,61.25,South,wholesale
TXN-1429,2024-01-18,P008,Webcam HD,Electronics,7,60.99,North,online
TXN-1430,2024-01-18,P007,Monitor Stand,Furniture,12,56.79,West,retail
TXN-1431,2024-01-04,P004,Notebook A5,Office,18,5.68,East,wholesale
TXN-1432,2024-02-20,P005,Ballpoint Pen (12pk),Office,7,7.72,South,wholesale
TXN-1433,2024-01-31,P004,Notebook A5,Office,16,5.63,West,online
TXN-1434,2024-01-17,P009,Whiteboard Markers (8pk),Office,1,12.68,East,retail
TXN-1435,2024-01-10,P007,Monitor Stand,Furniture,,51.6,South,retail
TXN-1436,2024-02-20,P005,Ballpoint Pen (12pk),Office,7,8.49,North,online
TXN-1437,2024-02-21,P009,Whiteboard Markers (8pk),Office,14,-12.09,West,wholesale
TXN-1438,2024-02-09,,Ergonomic Chair Cushion,Furniture,5,29.63,East,online
TXN-1439,2024-03-16,P003,Mechanical Keyboard,Electronics,18,87.76,East,retail
TXN-1440,2024-01-31,,USB-C Hub,Electronics,10,43.14,West,wholesale
TXN-1441,2024-03-18,,Monitor Stand,Furniture,4,56.99,West,wholesale
TXN-1442,2024-01-18,P003,Mechanical Keyboard,Electronics,4,78.7,North,wholesale
TXN-1443,2024-02-22,P004,Notebook A5,Office,,5.76,West,online
TXN-1444,2024-02-04,P002,USB-C Hub,Electronics,1,44.46,East,retail
TXN-1445,2024-03-06,P010,Ergonomic Chair Cushion,Furniture,3,27.74,West,retail
TXN-1446,2024-02-02,P010,Ergonomic Chair Cushion,Furniture,6,29.51,East,online
TXN-1447,2024-01-02,P002,USB-C Hub,Electronics,8,46.03,North,online
TXN-1448,2024-03-11,P007,Monitor Stand,Furniture,5,57.42,South,online
TXN-1449,2024-02-23,P007,Monitor Stand,Furniture,8,53.87,East,online
TXN-1450,2024-03-05,P002,USB-C Hub,Electronics,19,42.89,East,online
TXN-1451,2024-01-09,P004,Notebook A5,Office,17,5.87,North,retail
TXN-1452,2024-02-28,P005,Ballpoint Pen (12pk),Office,,7.91,North,wholesale
TXN-1453,2024-02-17,P010,Ergonomic Chair Cushion,Furniture,10,27.71,South,retail
TXN-1454,2024-01-01,P004,Notebook A5,Office,18,5.11,South,online
TXN-1455,2024-01-01,P009,Whiteboard Markers (8pk),Office,12,11.77,North,retail
TXN-1456,2024-01-31,P005,Ballpoint Pen (12pk),Office,4,8.94,South,wholesale
TXN-1457,2024-01-30,P003,Mechanical Keyboard,Electronics,9,83.51,North,online
TXN-1458,2024-01-13,P006,Desk Lamp LED,Furniture,15,33.09,North,wholesale
TXN-1459,2024-03-25,P007,Monitor Stand,Furniture,3,53.12,North,retail
TXN-1460,2024-02-11,P005,Ballpoint Pen (12pk),Office,11,8.01,West,wholesale
TXN-1461,2024-01-14,P999,USB-C Hub,Electronics,7,43.72,South,wholesale
TXN-1462,2024-03-09,P008,Webcam HD,Electronics,11,62.75,West,online
TXN-1463,2024-01-16,P008,Webcam HD,Electronics,10,-63.11,West,retail
TXN-1464,2024-03-12,P006,Desk Lamp LED,Furniture,5,33.26,North,wholesale
TXN-1465,2024-02-08,P007,Monitor Stand,Furniture,17,59.91,North,wholesale
TXN-1466,2024-03-11,P001,Wireless Mouse,Electronics,13,22.97,West,wholesale
TXN-1467,2024-01-20,P999,Desk Lamp LED,Furniture,19,32.98,North,online
TXN-1468,2024-01-03,P002,USB-C Hub,Electronics,19,43.97,East,online
TXN-1469,2024-01-16,P008,Webcam HD,Electronics,,59.74,North,retail
TXN-1470,2024-02-20,P003,Mechanical Keyboard,Electronics,19,81.66,West,wholesale
TXN-1471,2024-01-24,P007,Monitor Stand,Furniture,6,55.0,East,online
TXN-1472,2024-02-07,P003,Mechanical Keyboard,Electronics,2,88.41,South,wholesale
TXN-1473,2024-02-28,P005,Ballpoint Pen (12pk),Office,,7.91,North,wholesale
TXN-1474,2024-02-15,P009,Whiteboard Markers (8pk),Office,8,12.56,North,retail
TXN-1475,2025-12-31,P006,Desk Lamp LED,Furniture,19,31.42,East,retail
TXN-1476,2024-03-01,P004,Notebook A5,Office,1,5.78,East,online
TXN-1477,2024-03-25,P004,Notebook A5,Office,6,5.57,North,online
TXN-1478,2025-12-31,P001,Wireless Mouse,Electronics,8,23.46,West,retail
TXN-1479,2024-03-30,P006,Desk Lamp LED,Furniture,19,32.72,North,wholesale
TXN-1480,2024-03-10,P003,Mechanical Keyboard,Electronics,19,83.11,South,retail
TXN-1481,2024-01-29,P002,USB-C Hub,Electronics,,46.08,South,wholesale
TXN-1482,2024-02-13,P006,Desk Lamp LED,Furniture,20,34.56,South,online
TXN-1483,2024-03-16,P006,Desk Lamp LED,Furniture,2,30.48,North,online
TXN-1484,2024-02-17,P002,USB-C Hub,Electronics,17,47.46,East,online
TXN-1485,2024-01-26,P005,Ballpoint Pen (12pk),Office,13,7.83,West,online
TXN-1486,2024-03-12,P008,Webcam HD,Electronics,11,64.3,South,wholesale
TXN-1487,2024-02-09,P006,Desk Lamp LED,Furniture,8,31.29,South,retail
TXN-1488,2025-12-31,P003,Mechanical Keyboard,Electronics,1,80.79,West,wholesale
TXN-1489,2024-01-19,P010,Ergonomic Chair Cushion,Furniture,8,25.84,North,retail
TXN-1490,2024-01-12,P006,Desk Lamp LED,Furniture,11,33.26,South,wholesale
TXN-1491,2024-01-27,P006,Desk Lamp LED,Furniture,15,30.1,North,retail
TXN-1492,2024-02-19,P005,Ballpoint Pen (12pk),Office,4,8.21,North,online
TXN-1493,2024-02-14,P003,Mechanical Keyboard,Electronics,14,77.86,West,retail
TXN-1494,2024-02-27,,Webcam HD,Electronics,19,63.49,South,online
TXN-1495,2024-01-14,,Ballpoint Pen (12pk),Office,1,7.87,East,retail
TXN-1496,2024-01-12,P007,Monitor Stand,Furniture,6,59.86,North,wholesale
TXN-1497,2024-01-22,P008,Webcam HD,Electronics,1,59.47,West,wholesale
TXN-1498,2024-01-25,P001,Wireless Mouse,Electronics,4,23.32,East,online
TXN-1499,2024-01-31,P009,Whiteboard Markers (8pk),Office,9,-11.81,East,retail
